review,result
Lokasi bagus buat liat view kota yogya. Tapi saat ingin foto harus antri banyak sekali. Malam hari gaada spot menarik buat foto. Hutan pinus sangat gelap kurang penerangan. Mungkin rekomendasi datang kemari sore hari sekalian menikmati sunset,positive
"Mantap tempat yg asyik, tpi waktu yg bagus kesana pagi atau sore n malem",positive
"Menurut saya tidak terlalu bagus, sekali foto ada objek fotonya bayar 2k, not recommended",negative
Tempatnya bagus untuk foto-foto. Fasilitas tertata dengan baik meskipun sederhana. Akses jalan dari timur lebih landai daripada dari barat,positive
Hutan nya bgus koq... spot2 foto juga bagus dan terawat dan sering d perbaiki oleh warga...,positive
"Menyenangkan, perjalanan panjang dari jogja ke  gunung kidul terbayar dengan spot dan pemandangan yg bagus...",positive
"""kami kesini dari prambanan naik gocar seharga 70rb.",neutral
pinus pengger daerah pegunungan.,neutral
disini menawarkan tempat spot2 foto yg bagus2 cocok utk posting di sosial media.,positive
saya sarankan kesini pada malam hari karena menurut info pemandangan dimalam hari sangat bagus.,positive
banyak lampu2 menyala.,neutral
untuk makanan rasa standart.karcis masuk juga tergolong tidak mahal.,positive
"saya lupa,tidak sampai 10rb rupiah perorgnyaa""",neutral
"Tempatnya bagus, cocok sekali untuk liburan sekeluarga. Spot fotonya juga unik-unik. Saat malam hari pengunjung masih ramai hunting foto dan menikmati pemandangan gemerlap cahaya malam kota Yogya dari atas bukit. Harap bawa kamera profesional ketika mengambil gambar saat malam hari, karena pencahayaannya masih kurang.",positive
"Tempat sejuk, bagus saat senja menuju malam karna suasananya hening, tenang, dan view-nya bagus",positive
"Bagus. Indah, asri, murah. Masuk murah, parkir murah. Cuma foto2 doang. Sama menikmati alam.",positive
"Mantap lokasinya, bagus klo malam, buka sampe jam 11 malam, driver free kopi dan minum, spot foto banyak mantap. Jangan lupa kameranya. Toilet tersedia banyak dan bersih.",positive
Tempat bagus buat foto2 aja. Kalo buat piknik kurang mantep.,positive
"Jika berlibur pada siang hari Sebaiknya kunjungi tempat ini antara bulan januari hingga juni karena kalian akan melihat panorama hijau yg mengagumkan, atau bagus juga untuk menyaksikan sunset ditempat ini",positive
"Bagus, sangat bisa dinikmati keteduhan di hutan pinus pengger sambil duduk2. Jajanan ada walau tidak banyak. Instagramable juga.",positive
"""Pinus n View'y bagus...",positive
"Sy lg kstu udah terlalu sore n udah berkabut..""",neutral
Pemandangan bagus..bersih.. parkir luas.. ada tempat istirahatnya pakai hammock.. toiletnya lumayan jauh,positive
"Tempatnya sangat bagus, adem, seger banyak spot utk foto2 dan deket dg rumah makan ya enak",positive
"Pada saat mlm hari pemandangannya cukup bagus, tapi buat spot foto tidak di rekomendasi saat mlm hari, karena kurangnya cahaya dri lampu dan kurang di perhatikan.",negative
Bagus masya Allah alami indah banget tempatnya..rapi dan cantik..ada kamar mandi Angkasa Pura yg nyaman dan bersih..pendopo yang luas..spot foto yg menarik..,positive
"""Kebetulan kesini pas musim kemarau dan siang hari.... sehingga terasa cuacanya cukup panas....untung ada es degan yang bisa menyegarkan...",positive
"Pemandangannya bagus, lebih bagus kesini waktu sore menjelang malam atau pagi, sehingga cuacanya sejuk dan pemandangan kota jogja terlihat indah...",positive
"Secara keseluruhan, cukup indah untuk berlibur bersama keluarga..""",positive
"suasana disini cukup menyegarkan, udara yang yang masih sangat bersih jauh dari polusi kota. pohon pohon pinus yang rindang menutupi dari sinar matahari yang menyengat, jadi teduh dari sengatan sinar matahari. kita bisa dapet sunset yang cukup bagus jika beruntung. juga terdapat beberapa spot foto yang bagus yang disediakan, namun di malam hari antrian untuk foto di spot ini cukup parah panjangnya.",positive
Tempat nya bagus dan sejuk bgt udaranya.... banyak spot foto disini and tersedia musholla dan toilet jg...,positive
Sebetulnya tempat ini bagus buat yg suka rekreasi dan foto2...tapi kl gak ada pengembangan2 lagi tempat ini akan membosankan...,negative
Kesana waktu udah sore dan hujan. Agak serem karna udah malem dan sepi pengunjung. Tapi kalau masih terang mungkin bagus ya. Jalanan menuju lokasi mudah. Banyak spot foto bagus dan banyak penjual makanan,positive
Banyak spot foto yang bagus. Sebaiknya datang di pagi hari atau sore hari.,positive
"Mayan bagus, terletak dipinggir jalan raya. Jangan kwatir ga terlalu tinggi bukitnya. Spot2 nya sip..ada persewaan jeep, mini market lokal yg lumayan komplit",positive
"Tempat ini menyajikan spot foto yang cukup bagus,",positive
"""View nya bagus, ada photographer yang bantu ambil foto juga.",positive
"Semoga makin banyak yang datang kesini""",positive
"Konsepnya bagus, sejuk banget lumayan deket dari kota. Sayang pas kesana waktu liburan jadinya antri buat ambil foto di spot tertentu",positive
"""Hutan pinus lebih bagus di sore hari dan malam...",positive
"Saya datangnya kepagian""",neutral
Bagus. Cuma buat spot foto aja. Not too special.,positive
"""Bagus, terawat, rindang, sejuk, bersih.",positive
,positive
"Hutan Pinus Pengger hadir untuk kamu para pecinta fotografi, selain memiliki alam yang sangat sejuk dan teduh dengan rindangnya pohon pinus. Di Hutan Pinus Pengger juga tersedia banyak spot foto yang Instagramable banget.",positive
,positive
"Kawasan hutan pinus selalu menarik untuk dikunjungi, karena memiliki suasana yang sejuk, asri, serta menenangkan. Pas banget untuk kamu yang ingin rehat sejenak dari aktivitas yang menjemukan""",positive
"""Luaar biasa sejuknya.",positive
Haha cuma sejuk ya.,positive
Kalo bagus ya biasa aja.,negative
Kenapa saya blng kurang bagus karna ada beberapa benda2 yang dibangun tapi mengurangi keindahan.,negative
Ya mungkin bisa berbenah,neutral
Makasi atas kesejukannya.,positive
"Mungkin saya akan datang lagi dan kalo sudah ada perbaikan saya kasi 5 bintang""",neutral
Bagus... Tapi banyak spot yg harus d perbarui/dibenahi,positive
Tempatnya bagus tapi spot fotonya terbatas banget...😌 …,positive
"kesini pertama kali, jalan kesana jelek sekali,,hutannya lumayan bagus,kalau mau foto dispot foto bayar tiket masuk 2rb dan satu foto 3rb..bisa diakali dg foto sendiri ditempat yg agak bagus jd gk perlu bayar,,",negative
Hutan pinus yang dikelola dgn bagus..ada property untuk yg suka selfie.. ayunan..sewa hammock juga. Sudah dilengkapi lampu u tuk yg masih betah di hutan pinus sampai malam jam 24. Sun set nya juga bagus...,positive
"TempatY lumayan luas, bagus, spot fotoY juga lumayan, tiket masuk sangat terjangkau dan untuk fasilitas toilet sangat bersih",positive
Pagi atau malam bagus datang kesini dengan view yang menarik,positive
Cukup bagus untuk healing dan spot caket selvie.,positive
"Lumayan bagus...soalnya sy ke sananya pas pagi, katanya lebih bagus sore hari",positive
Kalo kesini wajib malem2 karena view lampu kotanya bagus bgt cuma yg kurang ngantrinya itu pas mau foto di spot viewnya gatahan,positive
"Tempatnya bagus, sejuk, instagramable 😊Namun jika musim hujan becek dan licin. …",positive
Wisata alam yg bagus. Sebaiknya datang ketika menjelang senja.,positive
"Tempatnya bagus, hanya mas2 tukang milihin photo kurang ramah, akses menuju sana sedikit kurang penerangan",negative
"Bagus sihh pemandangan ya,,,yang di sayangkan cuma kalau kita pengen foto,kita harus bayar lagi selain tiket masuk...dan setelah mengantri hasil fotonya kalau sudah jadi kita pengen minta filenya harus bayar lagi...hadechhh",negative
"""Udara sejuk 🌲🌲",positive
Spotya bagus 😆😆,positive
"Lokasi mudah di jangkau 🏍️🚗 …""",positive
"Sekarang sudah lebih bagus dan rapi, fasilitas toilet, mushola dan tempat cuci tangan juga sdh tersedia dan bersih",positive
Jangan lupa mampir kesini tempat ini gak kalah bagus sama pinus2 yg lainya,positive
"""Banyak tempat bagus buat ambil gambar,",positive
"Tempatnya jg bersih, nyaman, tidak banyak polusi. 🙏 …""",positive
Tempatnya bagus. Keindahan hutan pinus dan spot foto.,positive
"Lokasinya panas, tp lumayan bagus buat fotofoto.",positive
"Obyek wisatanya sih bagus, banyak spot unik dan ikonic. Sayangnya oknum pengemudi jeep kurang sopan menurut saya. Saat rombongan kami sedang berfoto bersama di depan tangga yg ada tulisan ""pinus pengger"", ,tiba2 driver jeep memarkirkan kendaraannya mepet dng tempat kami berdiri tanpa mengatakan apa2, sehingga kami hrs menyingkir dari situ. Kami jg tdk tahu mksdnya, apakah mau puter saja, atau mau stand by/parkir permanen sambil menunggu penumpang atau bagaimana. Setelah kendaraan terparkir driver turun begitu saja, kan sbnrnya bisa bilang misalnya ""maaf, ini untuk tempat parkir jeep"" Atau meminta menunggu sebentar, atau apalah. Ternyata setelah itu penumpang naik, lalu jeep   berjalan begitu saja. Menyayangkan saja krn  mas driver kok spt gak melihat ada orang di situ sampai gak bilang apa2. Atau mgkn dia merasa itu daerah kekuasaannya. Ya sudah... Mgkn masnya lagi sariawan atu sakit gigi",negative
"Bagus banyak spotnya,  masuknya juga murah,  senang lihat tempat wisata yang tidak memberi tarif tinggi.  Banyak juga penjual.",positive
"Udah bagus fasilitasnya, hanya saja musholanya sangat kecil dan mini sekali😭 …",positive
Tempatnya bagus buat foto-foto tapi ongkos foto dispot-spotnya nya agak mahal.,negative
"Katanya bagus kesini klo mlm hari, cm rada horor aja..🤭 …",negative
Bagus bgt viewnya apalagi malam hari...,positive
"Tempatnya bagus, tapi kurang cocok untuk anak balita... Kudu waspada kalo bawa anak kecil",negative
"Wisata murah dengan anyak spot foto yang bagus dan kekinian, udara yang sejuk, tempat parkir cukup luas dan lokasi pinggir jalan",positive
"Tempatnya keren, akses kesana juga bagus",positive
bagus tempatnya asri seger adem pemandangan bagus cuma akses jalan ke perbukitan ini udah rusak,negative
"Recommended place for refreshing, tracking, sejuk, pemandangan bagus, harga makanan di tempat ini wajar",positive
Bagus .. tampatnya asik dan menarik .. cocok untuk liburan .. cocok banget untuk melihat matahari terbenam .. tersedia juga mushola 😊 …,positive
"Penuh degan pohon pinus, pemandangan bagus pas butat foto foto dehh keren",positive
"Harga tiket masuknya murah banget, pemandangannya juga bagus.",positive
Bagus tempat na cuma biaya fotonya termasuk mahal buat 1 foto,negative
"Asik pokoknya, datang malam lebih bagus pemandangannya",positive
"View malamnya bagus, cuma penerangan jalannya kurang",positive
"akses jalan bagus, byk spot foto",positive
"tempat spot foto yg bagus,,cuma bagus lagi kalo pas malam hari",positive
"""Ga usah khawatir kalo ke sini udah sore menjelang malam...karena memang buka sampai malam sekitar pukul 22.00, spot foto juga masih ada juru fotonya.. lebih bagus malam malah kalo foto., Keliatan kota di bawah..,cuman jalan menuju ke lokasi sedikit menegangkan.. naik turun curam dan beberapa spot gelap..,",positive
,positive
"Harga tiket juga masuk akal..,""",positive
"Suasana asyik, bersih, pemandangan bagus.",positive
"""Sebetulnya tempat wisatanya asri banget cocok buat yang nyari udara segar kesini. Ada beberapa spot foto bagus, dan ada yg menyediakan jasa foto bebayar. Sayangnya, ada oknum yang memanfaatkannya dengan kurang bijak. Contohnya untuk masuk ke spot foto yang telapak tangan.",positive
Saya diminta bayar tiket masuk ke spot tersebut.,neutral
"Ketika saya bilang saya mau pake jasa foto mereka, saya harus bayar tiket masuk spot lagi. Hahahaha.",negative
"Meskipun hanya beberapa ribu, tapi saya rasa tidak etis ya.",negative
,positive
Thats make nonsense.,negative
,positive
Kalo untuk foto per file dikenakan biaya sih sangat dapat diterima dan wajar karena itu sebagai mata pencaharian mreka.,positive
,positive
"Sayang sekali ada oknum yang demikian.""",negative
Bagus tempatnya...segerrr alami,positive
"Sangat bagus tempat nya,kalo mau liat hasil lebih banyak bisa cek IG saya di @guehary",positive
Bagus buat ft tapi buat sewa Jeep kemahalan,negative
"Sebenarnya pemandangan nya sangat bagus, hanya untuk mendapatkan momen yang indah harus ingat bawa kamera yang sesuai",positive
"Hrs punya camera yang bagus biar bisa foto di malam hari, pemandangan malem nya keren banget",positive
"Hutan pinus yang bagus, tp akses jalan nya sempit dan bnyak yg rusak, usahakan kesini jgn pas weekend krna pasti rame bnget sma bus pariwisata yg bikin macet....",negative
Tempatnya luas dan banyak lokasi bagus utk foto,positive
"""Bagus tempatnya 👍",positive
"Sudah dikelola dengan baik …""",positive
"Tempatnya asik banget, kalo malem bagus",positive
"""Bagus harga tiket masuk 3rb/org. Ada sewa jeep tour jg disana. Spot foto banyak. Ada mas2nya juga yg fotoin. Saya masuk spot foto yg berbentuk telapak tangan, masuk bayar 2rb, dan jasa foto 3rb/foto yg dipilih. Mas2nya oke bisa setting kameranya terlihat cerah, pdhl situasi saat itu lg mendung. Murmer",positive
"Tp ya lumayan capek, soalnya nanjak. Tp jalan bagus udah tangga. Pelan2 aja naiknya heheh",positive
"Ada musola, toilet dan tempat jajan jg""",neutral
"Lokasi masih sangat asri, udaranya seger banget. Cantik banget pemandangan dari atas waktu datang malam, lihat lampu lampu perkotaan di bawah. Di lokasi sudah ada fotografernya, bayar 4 ribu rupiah aja per foto. Kalau kesana setelah hujan, lebih baik pakai sepatu atau sandal yang tidak licin & mudah dibersihkan, karena lokasi masih full tanah merah. Lokasi cukup mudah dijangkau, parkiran luas, ada penjaga parkirnya, tapi jalanan menuju lokasi agak kurang bagus & penerangan kurang.",positive
"Pertama kali mencoba kesini nyasar ngikutin google maps masuk desa tanjakan terlalu tinggi, mencoba lagi lewat jalan Heha alhamdulilah jalan nya bagus sampe tujuan dengan selamat naik mobil pribadi, masuk lokasi bayar 5000 perorang, terus sama spot foto 2000 perorang bisa buat semua spot foto, tersedia kuliner warung kopi dan mushola toilet, tempatnya bagus banget pemandangan alam nya keren liat kota jogja dari atas, udara disana sejuk sekali segar, harus jalan kaki naik untuk spot foto nya",positive
Wahana wisata alam hutan Pinus yang asri dan dilengkapi dengan berbagai fasilitas dan spot untuk foto. Akses menuju lokasi ini juga sangat muda bisa ditempuh dengan kendaraan pribadi dan juga bus pariwisata. Waktu yang tepat untuk mendapatkan hasil foto yang bagus dan menarik adalah pagi hari dengan dihiasi kabut pagi atau kabut akibat udara yang sejuk atau juga pada malam hari dengan spot yang dihiasi dengan lampu sorot dan lampu hias. Untuk masuk ke dalam wisata cukup dengan membayar Rp. 2500 dan parkir mobil Rp. 5000. Jadi untuk mengisi hari libur anda obyek wisata ini bisa menjadi salah satu pilihannya.,positive
"View Bagus, cuma pas rame, jadi cuma sedikit ngetake foto",positive
"Bagus, sinyal agak susah & belum didukung wifi publik",negative
"View kota dari atas sini bagus, jalan cukup menanjak ke beberapa lokasi, harga masuk murah Rp.2.500 / orang. Untuk parkir Rp.5.000. untuk hammock mau sewa lagi Rp.10.000, jalan sempit dan kurang penerangan kalau jalan di malam hari harus ekstra hati hati, overall bagus sih",positive
"Jika berkunjung d tempat ini pada siang hari pengunjung dapat menikmati pemandangan hutan pinus. Terdapat beberapa spot foto yg disediakan. Spot foto pada siang hari juga lumayan bagus, dan tidak perlu mengantri lama untuk berfoto. Saat datang dimalam hari pengunjung tidak dapat menikmati suasana hutan pinusnya karena gelap, namun spot fotonya sangat indah dimalam hari, karena latar belakangnya adalah lampu-lampu kota Jogja. Untuk berfoto di spot foto hutan pinus pangger pada malam hari disediakan jasa foto, namun harus mengambil antrian karena banyaknya pengungjung. Harga jasa fotonya adalah Rp. 4000,-/foto. Semakin banyak foto yang diambil semakin banyak anda membayar. Jangan lupa bawa flashdisk atw apapun untuk transfer fotonya ya..",positive
"Tempat wisata alam ini cukup menarik dengan spot utama nuansa hutan pinus juga pemandangan kerlip lampu di kawasan dibawahnya. Penataan landscape yang bagus. Pembuatab spot spot foto dengan material alam batang tanaman menjalar juga pembuatan jalan setapak dengan komposisi batu batu yang rapih dan menarik fasilitas penunjang yang memadahi berupa Mushola, toilet, area kuliner. Menarik.",positive
